iter	Passed	Remaining
189	329	1406
190	330	1400
191	331	1394
192	332	1389
193	333	1383
194	333	1378
195	334	1373
196	335	1368
197	336	1364
198	337	1359
199	338	1353
200	339	1348
201	340	1343
202	340	1338
203	342	1334
204	343	1330
205	344	1327
206	345	1322
207	345	1317
208	346	1313
209	347	1308
210	348	1304
211	349	1299
212	350	1294
213	351	1290
214	352	1286
215	353	1281
216	353	1276
217	354	1272
218	355	1267
219	356	1263
220	357	1259
221	358	1255
222	359	1251
223	360	1248
224	361	1244
225	362	1239
226	362	1235
227	363	1231
228	364	1226
229	365	1222
230	366	1218
231	366	1214
232	367	1210
233	368	1206
234	369	1202
235	370	1198
236	370	1194
237	371	1190
238	372	1186
239	373	1183
240	374	1180
241	375	1176
242	376	1172
243	377	1168
244	378	1165
245	379	1161
246	380	1158
247	381	1156
248	382	1153
249	383	1149
250	383	1145
251	384	1142
252	385	1138
253	387	1136
254	388	1134
255	389	1131
256	390	1130
257	391	1126
258	392	1123
259	393	1120
260	394	1117
261	395	1114
262	396	1110
263	397	1106
264	397	1103
265	398	1100
266	399	1096
267	400	1093
268	401	1090
269	402	1088
270	404	1087
271	405	1084
272	406	1081
273	406	1077
274	407	1074
275	408	1071
276	409	1067
277	409	1064
278	410	1061
279	411	1058
280	412	1055
281	413	1052
282	414	1049
283	414	1045
284	415	1042
285	416	1039
286	418	1038
287	419	1037
288	420	1034
289	421	1031
290	422	1028
291	423	1025
292	423	1023
293	424	1019
294	425	1017
295	426	1013
296	427	1010
297	427	1007
298	428	1004
299	429	1002
300	430	1000
301	431	997
302	432	994
303	433	992
304	434	989
305	435	987
306	436	985
307	437	982
308	438	980
309	439	977
310	439	974
311	440	971
312	441	969
313	442	967
314	443	965
315	444	962
316	445	959
317	446	957
318	447	955
319	448	953
320	449	951
321	451	949
322	452	947
323	453	945
324	454	944
325	456	943
326	458	942
327	459	941
328	461	940
329	463	941
330	465	941
331	466	939
332	468	937
333	469	935
334	469	932
335	470	930
336	471	927
337	472	925
338	473	922
339	474	920
340	475	918
341	475	915
342	476	913
343	478	912
344	479	910
345	480	908
346	481	906
347	482	904
348	483	901
349	484	899
350	484	896
351	485	894
352	486	891
353	487	889
354	488	887
355	489	884
356	489	882
357	490	880
358	491	877
359	492	876
360	494	874
361	494	872
362	495	870
363	496	867
364	497	865
365	498	863
366	499	860
367	499	858
368	500	856
369	501	854
370	502	851
371	503	849
372	504	847
373	504	845
374	505	842
375	506	840
376	507	838
377	508	836
378	509	834
379	510	832
380	511	830
381	511	828
382	512	825
383	513	823
384	514	821
385	515	819
386	516	817
387	516	815
388	517	813
389	518	811
390	519	809
391	520	807
392	521	805
393	522	803
394	523	801
395	524	800
396	525	797
397	526	795
398	526	793
399	527	791
400	528	789
401	529	787
402	530	785
403	531	783
404	531	781
405	532	779
406	533	777
407	534	775
408	535	773
409	536	771
410	537	769
411	537	767
412	538	765
413	539	764
414	540	762
415	541	760
416	542	758
417	543	756
418	544	754
419	545	752
420	545	750
421	546	748
422	547	746
423	548	744
424	549	743
425	550	741
426	550	739
427	551	737
428	552	735
429	553	733
430	554	731
431	555	730
432	556	728
433	557	726
434	558	724
435	558	723
436	559	721
437	560	719
438	561	717
439	562	715
440	563	713
441	564	712
442	564	710
443	565	708
444	566	706
445	567	704
446	568	703
447	569	701
448	570	699
449	571	698
450	571	696
451	572	694
452	573	692
453	574	690
454	575	688
455	576	687
456	576	685
457	577	683
458	578	682
459	579	680
460	580	678
461	581	676
462	582	675
463	582	673
464	583	671
465	584	670
466	585	668
467	586	666
468	587	665
469	588	663
470	589	661
471	589	659
472	590	658
473	591	656
474	592	654
475	593	653
476	594	651
477	595	650
478	596	649
479	597	647
480	600	647
481	601	646
482	603	645
483	604	644
484	604	642
485	605	640
486	606	639
487	607	637
488	608	635
489	608	633
490	609	632
491	610	630
492	611	628
493	612	626
494	612	625
495	613	623
496	614	622
497	615	620
498	616	618
499	617	617
500	617	615
501	618	613
502	619	612
503	621	611
504	622	609
505	622	608
506	623	606
507	624	604
508	625	603
509	626	601
510	627	600
511	628	598
512	629	597
513	630	595
514	631	594
515	632	592
516	632	591
517	633	589
518	635	588
519	636	587
520	636	585
521	637	583
522	638	582
523	639	580
524	640	579
525	641	577
526	641	576
527	642	574
528	643	573
529	644	571
530	645	570
531	646	568
532	647	567
533	648	566
534	649	564
535	650	562
536	651	561
537	651	559
538	652	558
539	654	557
540	655	555
541	655	554
542	657	552
543	657	551
544	658	550
545	660	549
546	661	548
547	662	546
548	663	545
549	664	543
550	665	542
551	667	541
552	668	540
553	669	538
554	669	536
555	670	535
556	671	533
557	673	533
558	674	531
559	675	530
560	676	529
561	676	527
562	678	526
563	679	524
564	680	523
565	680	522
566	681	520
567	682	518
568	683	517
569	683	515
570	684	514
571	686	513
572	687	512
573	688	510
574	688	509
575	689	507
576	690	506
577	692	505
578	693	504
579	694	502
580	694	501
581	695	499
582	696	498
583	698	497
584	699	496
585	701	495
586	701	493
587	702	492
588	704	491
589	705	490
590	706	489
591	707	487
592	708	486
593	709	485
594	711	484
595	712	482
596	713	481
597	713	479
598	714	478
599	715	476
600	716	475
601	717	474
602	718	473
603	719	471
604	721	471
605	722	469
606	723	468
607	724	467
608	725	466
609	726	464
610	727	463
611	728	462
612	730	461
613	731	459
614	732	458
615	733	456
616	734	455
617	734	454
618	736	453
619	737	452
620	738	450
621	739	449
622	740	448
623	743	448
624	744	446
625	746	445
626	748	445
627	753	446
628	755	445
629	756	444
630	757	442
631	758	441
632	758	439
633	759	438
634	760	437
635	762	436
636	762	434
637	763	433
638	764	431
639	765	430
640	766	429
641	767	428
642	768	426
643	769	425
644	770	423
645	771	422
646	772	421
647	773	419
648	774	418
649	775	417
650	775	415
651	777	414
652	777	413
653	778	411
654	779	410
655	781	409
656	782	408
657	783	407
658	784	405
659	785	404
660	786	403
661	787	402
662	788	400
663	789	399
664	789	397
665	790	396
666	792	395
667	793	394
668	793	392
669	794	391
670	796	390
671	797	389
672	798	387
673	799	386
674	800	385
675	801	384
676	802	383
677	803	381
678	804	380
679	805	378
680	806	377
681	806	376
682	807	374
683	808	373
684	809	372
685	810	370
686	811	369
687	812	368
688	813	367
689	813	365
690	814	364
691	815	363
692	816	361
693	817	360
694	818	358
695	818	357
696	819	356
697	820	355
698	821	353
699	822	352
700	823	351
701	824	349
702	825	348
703	826	347
704	827	346
705	828	345
706	829	343
707	830	342
708	831	341
709	833	340
710	834	339
711	835	338
712	836	336
713	837	335
714	838	334
715	839	332
716	839	331
717	842	330
718	842	329
719	843	328
720	844	326
721	845	325
722	846	324
723	847	323
724	848	321
725	849	320
726	850	319
727	851	317
728	851	316
729	852	315
730	853	314
731	854	312
732	855	311
733	856	310
734	857	309
735	858	307
736	859	306
737	861	305
738	862	304
739	863	303
740	864	302
741	864	300
742	865	299
743	866	298
744	867	297
745	868	295
746	869	294
747	871	293
748	872	292
749	873	291
750	874	290
751	876	289
752	878	288
753	879	286
754	880	285
755	881	284
756	882	283
757	884	282
758	888	282
759	890	281
760	891	279
761	892	278
762	893	277
763	894	276
764	895	274
765	895	273
766	896	272
767	897	271
768	898	269
769	899	268
770	900	267
771	902	266
772	903	265
773	905	264
774	906	263
775	907	261
776	908	260
777	909	259
778	910	258
779	911	256
780	911	255
781	913	254
782	914	253
783	915	252
784	917	251
785	918	250
786	919	248
787	921	247
788	922	246
789	923	245
790	924	244
791	925	243
792	926	241
793	927	240
794	929	239
795	930	238
796	934	237
797	935	236
798	936	235
799	937	234
800	938	233
801	940	232
802	941	230
803	942	229
804	943	228
805	944	227
806	945	226
807	947	225
808	948	224
809	950	222
810	951	221
811	952	220
812	953	219
813	954	218
814	955	216
815	956	215
816	957	214
817	958	213
818	959	212
819	961	211
820	963	210
821	964	208
822	965	207
823	967	206
824	968	205
825	969	204
826	970	203
827	971	201
828	973	200
829	974	199
830	976	198
831	978	197
832	979	196
833	980	195
834	981	194
835	983	192
836	984	191
837	985	190
838	986	189
839	989	188
840	990	187
841	993	186
842	994	185
843	996	184
844	997	182
845	998	181
846	1000	180
847	1002	179
848	1003	178
849	1004	177
850	1007	176
851	1008	175
852	1010	174
853	1011	172
854	1013	171
855	1014	170
856	1016	169
857	1017	168
858	1019	167
859	1024	166
860	1026	165
861	1028	164
862	1029	163
863	1031	162
864	1032	161
865	1034	160
866	1035	158
867	1038	157
868	1041	156
869	1044	156
870	1046	154
871	1047	153
872	1048	152
873	1050	151
874	1053	150
875	1055	149
876	1057	148
877	1058	147
878	1060	145
879	1062	144
880	1063	143
881	1064	142
882	1066	141
883	1068	140
884	1070	139
885	1072	137
886	1073	136
887	1074	135
888	1076	134
889	1078	133
890	1079	132
891	1081	130
892	1085	130
893	1086	128
894	1087	127
895	1089	126
896	1090	125
897	1091	124
898	1093	122
899	1094	121
900	1096	120
901	1099	119
902	1101	118
903	1103	117
904	1104	115
905	1106	114
906	1108	113
907	1110	112
908	1111	111
909	1119	110
910	1121	109
911	1123	108
912	1124	107
913	1126	105
914	1128	104
915	1130	103
916	1132	102
917	1133	101
918	1135	100
919	1136	98
920	1138	97
921	1139	96
922	1141	95
923	1143	94
924	1145	92
925	1146	91
926	1148	90
927	1150	89
928	1152	88
929	1154	86
930	1157	85
931	1161	84
932	1162	83
933	1164	82
934	1166	81
935	1167	79
936	1169	78
937	1171	77
938	1174	76
939	1176	75
940	1178	73
941	1179	72
942	1181	71
943	1182	70
944	1184	68
945	1186	67
946	1188	66
947	1191	65
948	1192	64
949	1194	62
950	1195	61
951	1196	60
952	1198	59
953	1199	57
954	1201	56
955	1203	55
956	1205	54
957	1207	52
958	1208	51
959	1209	50
960	1211	49
961	1213	47
962	1214	46
963	1215	45
964	1217	44
965	1219	42
966	1221	41
967	1222	40
968	1223	39
969	1225	37
970	1226	36
971	1228	35
972	1229	34
973	1231	32
974	1232	31
975	1235	30
976	1236	29
977	1238	27
978	1240	26
979	1242	25
980	1243	24
981	1244	22
982	1246	21
983	1247	20
984	1250	19
985	1251	17
986	1252	16
987	1254	15
988	1255	13
989	1256	12
990	1258	11
991	1259	10
992	1260	8
993	1262	7
994	1264	6
995	1265	5
996	1267	3
997	1268	2
998	1270	1
999	1271	0
